,Boat Type,Manufacturer,Type,Year Built,Length,Width,Material,Number of views last 7 days,EUR_price,Country,City,Engine Type,Condition,age_group,Price_groub,Views Performance
7554,Motor Yacht,Carver power boats,Used boat,1991,12.57,4.02,GRP,71,59500.0,Netherlands, In verkoophaven,,Used,Very Old (built before 2000),Medium (44290-250000),Average (70-170)
7556,Pilothouse,Rhea power boats,"Used boat,Diesel",2011,7.3,3.0,PVC,175,59500.0,France," SAINT GILLES CROIX DE VIE, France",Diesel,Used,Old (built between 2000-2017),Medium (44290-250000),Good (more than 170)
7558,Trawler,Valkkruiser power boats,Used boat,1981,10.85,3.6,Steel,152,59500.0,Netherlands, Vinkeveen,,Used,Very Old (built before 2000),Medium (44290-250000),Average (70-170)
7559,Sport Boat,XO Boats power boats,Used boat,2016,7.52,2.28,GRP,117,59500.0,Germany, DE,,Used,Old (built between 2000-2017),Medium (44290-250000),Average (70-170)
7560,Motor Yacht,Ilver power boats,"Used boat,Diesel",1995,11.3,3.5,GRP,110,59500.0,Italy, Nord Adria,Diesel,Used,Very Old (built before 2000),Medium (44290-250000),Average (70-170)
7561,Trawler,Pedro power boats,Used boat,1978,10.5,3.4,Steel,58,59500.0,Netherlands, in onze showroom,,Used,Very Old (built before 2000),Medium (44290-250000),Low (less than 70)
7562,Bowrider,XO Boats power boats,"Used boat,Unleaded",2016,7.52,2.28,Aluminium,202,59500.0,Germany, Elbe ,Unleaded,Used,Old (built between 2000-2017),Medium (44290-250000),Good (more than 170)
7564,Pilothouse,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2019,8.23,2.79,PVC,40,59500.0,France," 56470 LA TRINITE SUR MER, 56470 LA TRINITE SUR MER",Unleaded,Used,Modern (built after 2018),Medium (44290-250000),Low (less than 70)
7565,Fishing Boat,Rio power boats,"Used boat,Diesel",1992,9.6,3.28,GRP,74,59000.0,Italy, Toscana ,Diesel,Used,Very Old (built before 2000),Medium (44290-250000),Average (70-170)
7566,Sport Boat,BÃ©nÃ©teau power boats,"Used boat,Diesel",2002,7.62,2.74,GRP,114,59000.0,Croatia(Hrvatska), Zadar,Diesel,Used,Old (built between 2000-2017),Medium (44290-250000),Average (70-170)
7567,Motor Yacht,Vizianello power boats,Used boat,1989,12.0,4.0,GRP,30,59000.0,Italy, Mare Adriatico,,Used,Very Old (built before 2000),Medium (44290-250000),Low (less than 70)
7568,Flybridge,Center Craft power boats,Used boat,1982,11.27,3.7,GRP,64,59000.0,Italy, Liguria ,,Used,Very Old (built before 2000),Medium (44290-250000),Low (less than 70)
7569,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",1996,11.9,3.6,GRP,210,59000.0,Croatia(Hrvatska),None,Diesel,Used,Very Old (built before 2000),Medium (44290-250000),Good (more than 170)
7570,Flybridge,Riviera power boats,"Used boat,Diesel",1999,10.4,3.7,GRP,97,59000.0,Spain, Mallorca ,Diesel,Used,Very Old (built before 2000),Medium (44290-250000),Average (70-170)
7571,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",1994,14.15,3.3,GRP,325,59000.0,Germany," Spanien, Ampuria Brava",Diesel,Used,Very Old (built before 2000),Medium (44290-250000),Good (more than 170)
7572,Motor Yacht,Bayliner power boats,"Used boat,Unleaded",2012,7.65,2.59,GRP,162,59000.0,Croatia(Hrvatska),None,Unleaded,Used,Old (built between 2000-2017),Medium (44290-250000),Average (70-170)
7573,Motor Yacht,Bavaria power boats,"Used boat,Unleaded",2004,8.8,2.74,GRP,141,59000.0,Germany, Neustadt in Holstein,Unleaded,Used,Old (built between 2000-2017),Medium (44290-250000),Average (70-170)
7574,Pilothouse,Saver power boats,"Used boat,Unleaded",2008,9.9,3.2,GRP,237,59000.0,Italy, Lake Garda ,Unleaded,Used,Old (built between 2000-2017),Medium (44290-250000),Good (more than 170)
7576,Trawler,Zijlmans power boats,Used boat,1996,10.8,3.5,Steel,78,59000.0,Netherlands, In verkoophaven,,Used,Very Old (built before 2000),Medium (44290-250000),Average (70-170)
7577,Motor Yacht,Gobbi power boats,"Used boat,Diesel",2001,10.9,3.47,GRP,91,59000.0,Italy, Nord Adria,Diesel,Used,Old (built between 2000-2017),Medium (44290-250000),Average (70-170)
7578,Deck Boat,Rhea power boats,"new boat from stock,Unleaded",2019,6.6,2.5,PVC,121,59000.0,France," 29200 BREST, 29200 BREST",Unleaded,new,Modern (built after 2018),Medium (44290-250000),Average (70-170)
7579,Fishing Boat,ARS Mare power boats,Used boat,1992,11.71,4.2,GRP,41,59000.0,Italy, Toscana ,,Used,Very Old (built before 2000),Medium (44290-250000),Low (less than 70)
7580,Motor Yacht,Sea Ray power boats,"Used boat,Unleaded",2004,8.53,2.89,GRP,176,59000.0,Germany, Ochsenfurt am Main,Unleaded,Used,Old (built between 2000-2017),Medium (44290-250000),Good (more than 170)
7582,Motor Yacht,Succes power boats,Used boat,1991,10.5,3.45,Steel,72,59000.0,Netherlands, In verkoophaven,,Used,Very Old (built before 2000),Medium (44290-250000),Average (70-170)
7583,Sport Boat,Maxum power boats,"Used boat,Unleaded",2008,9.12,3.0,PVC,99,59000.0,France," Mandelieu la Napoule, Mandelieu",Unleaded,Used,Old (built between 2000-2017),Medium (44290-250000),Average (70-170)
7584,Flybridge,Princess power boats,"Used boat,Diesel",1988,10.0,3.55,GRP,89,59000.0,Spain, Mallorca ,Diesel,Used,Very Old (built before 2000),Medium (44290-250000),Average (70-170)
7585,Fishing Boat,Capelli power boats,"Used boat,Unleaded",2016,7.8,2.76,GRP,99,59000.0,Italy, Veneto ,Unleaded,Used,Old (built between 2000-2017),Medium (44290-250000),Average (70-170)
7586,Pilothouse,Hatteras power boats,"Used boat,Diesel",1974,11.27,4.26,PVC,67,59000.0,France," CAPBRETON, CAPBRETON",Diesel,Used,Very Old (built before 2000),Medium (44290-250000),Low (less than 70)
7587,Motor Yacht,Gobbi power boats,Used boat,2002,9.83,3.3,GRP,88,59000.0,Italy, Liguria ,,Used,Old (built between 2000-2017),Medium (44290-250000),Average (70-170)
7588,Center console boat,Jeanneau power boats,"Used boat,Unleaded",2019,6.98,2.52,PVC,66,59000.0,France," Noirmoutier, France",Unleaded,Used,Modern (built after 2018),Medium (44290-250000),Low (less than 70)
7589,Flybridge,Jeanneau power boats,"Used boat,Diesel",2006,9.76,3.16,PVC,68,59000.0,France," Saint-Quay-Portrieux, France",Diesel,Used,Old (built between 2000-2017),Medium (44290-250000),Low (less than 70)
7591,Pilothouse,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,7.5,2.53,PVC,24,59000.0,France," Lorient, France",Unleaded,new,Modern (built after 2018),Medium (44290-250000),Low (less than 70)
7594,Sport Boat,Chaparral power boats,"Used boat,Unleaded",2010,8.23,2.59,GRP,130,59000.0,Italy, Aprilia Marittima di Latisana (UD),Unleaded,Used,Old (built between 2000-2017),Medium (44290-250000),Average (70-170)
7595,Motor Yacht,Sessa power boats,Used boat,2003,9.5,3.0,GRP,99,59000.0,Italy, Aprilia Marittima di Latisana (UD),,Used,Old (built between 2000-2017),Medium (44290-250000),Average (70-170)
7596,Flybridge,Center Craft power boats,"Used boat,Diesel",1982,11.27,3.7,GRP,27,59000.0,Italy, Liguria ,Diesel,Used,Very Old (built before 2000),Medium (44290-250000),Low (less than 70)
7597,Sport Boat,Monterey power boats,"Used boat,Unleaded",2005,8.94,2.82,GRP,148,58995.0,Spain, Denia,Unleaded,Used,Old (built between 2000-2017),Medium (44290-250000),Average (70-170)
7598,Pilothouse,Jeanneau power boats,"new boat from stock,Unleaded",2020,7.93,2.8,GRP,80,58960.0,France," LA GARNDE MOTTE, France",Unleaded,new,Modern (built after 2018),Medium (44290-250000),Average (70-170)
7599,Center console boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,6.13,2.45,PVC,29,58940.0,Spain," Hospitalet del Infante, Espagne",Unleaded,new,Modern (built after 2018),Medium (44290-250000),Low (less than 70)
7600,Pilothouse,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2019,7.48,2.5,PVC,74,58900.0,France," MARTIGUES, MARTIGUES",Unleaded,new,Modern (built after 2018),Medium (44290-250000),Average (70-170)
7601,Deck Boat,Jeanneau power boats,"Used boat,Unleaded",2012,7.95,2.93,PVC,64,58900.0,France," CAP D'AGDE, CAP D'AGDE",Unleaded,Used,Old (built between 2000-2017),Medium (44290-250000),Low (less than 70)
7602,Pilothouse,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2019,6.48,2.5,PVC,45,58900.0,France," 29200 BREST, France",Unleaded,new,Modern (built after 2018),Medium (44290-250000),Low (less than 70)
7603,Bowrider,Sea Ray power boats,"Used boat,Unleaded",2018,6.55,2.54,GRP,107,58900.0,Germany, Hamburg ,Unleaded,Used,Old (built between 2000-2017),Medium (44290-250000),Average (70-170)
7604,Bowrider,Saxdor power boats,"new boat on order,Unleaded",2020,5.94,2.29,GRP,68,58900.0,Germany, Boote Pfister GmbH Schwebheim / Schweinfurt,Unleaded,new,Modern (built after 2018),Medium (44290-250000),Low (less than 70)
7605,Sport Boat,Bayliner power boats,"new boat from stock,Unleaded",2020,6.23,2.4,GRP,66,58850.0,Germany, M¼ritz ,Unleaded,new,Modern (built after 2018),Medium (44290-250000),Low (less than 70)
7606,Motor Yacht,Master power boats,new boat on order,2020,7.7,3.1,GRP,105,58800.0,Other,None,,new,Modern (built after 2018),Medium (44290-250000),Average (70-170)
7607,Motor Yacht,Master power boats,new boat on order,2020,8.1,3.1,GRP,89,58800.0,Other,None,,new,Modern (built after 2018),Medium (44290-250000),Average (70-170)
7608,Pilothouse,Jeanneau power boats,"new boat from stock,Unleaded",2020,7.43,2.81,GRP,115,58730.0,France," LA GRANDE MOTTE, France",Unleaded,new,Modern (built after 2018),Medium (44290-250000),Average (70-170)
7609,Center console boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2019,6.0,2.0,PVC,64,58729.0,Spain," Huelva, Espagne",Unleaded,new,Modern (built after 2018),Medium (44290-250000),Low (less than 70)
7610,Deck Boat,Sessa power boats,new boat from stock,2020,8.0,2.64,GRP,109,58700.0,Italy, Toscana ,,new,Modern (built after 2018),Medium (44290-250000),Average (70-170)
7611,Sport Boat,Yamarin power boats,new boat from stock,2020,6.0,2.0,GRP,101,56680.0,Denmark, Svendborg,,new,Modern (built after 2018),Medium (44290-250000),Average (70-170)
7612,Runabout,Starcraft power boats,"new boat from stock,Unleaded",2020,6.49,2.49,GRP,171,64555.8,Switzerland, Vierwaldst¤ttersee ,Unleaded,new,Modern (built after 2018),Medium (44290-250000),Good (more than 170)
7613,Sport Boat,Nordkapp power boats,new boat from stock,2020,6.5,2.5,GRP,96,64543.56,Switzerland, Vierwaldst¤ttersee ,,new,Modern (built after 2018),Medium (44290-250000),Average (70-170)
7614,Pilothouse,Italmar power boats,"new boat from stock,Unleaded",0,6.9,2.55,GRP,122,64525.200000000004,Switzerland, Lake Constance ,Unleaded,new,,Medium (44290-250000),Average (70-170)
7615,Sport Boat,Regal power boats,"new boat from stock,Unleaded",0,6.1,2.5,GRP,53,58500.0,Germany," BOOTSSERVICE ENK/TREIS/MOSEL, BOOTSSERVICE ENK/TRE",Unleaded,new,,Medium (44290-250000),Low (less than 70)
7617,Pilothouse,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,7.48,2.5,GRP,44,58500.0,France," HENDAYE, HENDAYE",Unleaded,new,Modern (built after 2018),Medium (44290-250000),Low (less than 70)
7618,Center console boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2019,7.64,2.73,PVC,103,58500.0,France," saint malo, saint malo",Unleaded,new,Modern (built after 2018),Medium (44290-250000),Average (70-170)
7619,Motor Yacht,Valkkruiser power boats,Used boat,1988,10.94,3.55,Steel,53,58500.0,Netherlands, In verkoophaven,,Used,Very Old (built before 2000),Medium (44290-250000),Low (less than 70)
7620,Motor Yacht,Westwind power boats,"Used boat,Diesel",1981,14.35,3.97,Steel,225,58500.0,Other, Schwarzes Meer,Diesel,Used,Very Old (built before 2000),Medium (44290-250000),Good (more than 170)
7621,Bowrider,Bayliner power boats,"new boat from stock,Unleaded",2020,6.84,2.44,GRP,70,58500.0,Germany, Bayern ,Unleaded,new,Modern (built after 2018),Medium (44290-250000),Low (less than 70)
7622,Center console boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,7.26,2.48,PVC,143,58410.0,France," SAINT-MALO, France",Unleaded,new,Modern (built after 2018),Medium (44290-250000),Average (70-170)
7623,Center console boat,Jeanneau power boats,"new boat from stock,Unleaded",2020,7.37,2.52,PVC,88,58369.0,France," Propriano, France",Unleaded,new,Modern (built after 2018),Medium (44290-250000),Average (70-170)
7624,Pilothouse,Ocqueteau power boats,new boat from stock,2018,7.26,2.74,PVC,66,62004.149999999994,UnitedKingdom," Burnham-on-Crouch, Maldon",,new,Old (built between 2000-2017),Medium (44290-250000),Low (less than 70)
7625,Motor Yacht,Bavaria power boats,"Used boat,Unleaded",2005,9.84,3.2,GRP,234,58000.0,Italy, Moniga del Garda (BS),Unleaded,Used,Old (built between 2000-2017),Medium (44290-250000),Good (more than 170)
7626,Center console boat,Jeanneau power boats,"new boat from stock,Unleaded",0,7.19,2.54,PVC,46,58000.0,France," VANNES, France",Unleaded,new,,Medium (44290-250000),Low (less than 70)
7627,Motor Yacht,Sessa power boats,"Used boat,Diesel",2003,9.75,3.0,GRP,187,58000.0,Italy, Friuli Venezia Giulia ,Diesel,Used,Old (built between 2000-2017),Medium (44290-250000),Good (more than 170)
7628,Pontoon Boat,Ilver power boats,"Used boat,Diesel",1999,10.0,3.25,GRP,107,58000.0,Italy, Emilia Romagna ,Diesel,Used,Very Old (built before 2000),Medium (44290-250000),Average (70-170)
7629,Center console boat,Jeanneau power boats,"Used boat,Unleaded",2012,8.37,2.93,GRP,81,58000.0,France," PORTICCIO, France",Unleaded,Used,Old (built between 2000-2017),Medium (44290-250000),Average (70-170)
7630,Motor Yacht,Salpa power boats,"Used boat,Diesel",2003,9.38,3.35,GRP,107,58000.0,Italy, Friuli-Venezia Giulia,Diesel,Used,Old (built between 2000-2017),Medium (44290-250000),Average (70-170)
7631,Motor Yacht,Tecnomarine power boats,"Used boat,Diesel",1989,12.8,4.0,GRP,307,58000.0,Italy, Sicilia ,Diesel,Used,Very Old (built before 2000),Medium (44290-250000),Good (more than 170)
7632,Cabin Boat,Striker power boats,"Used boat,Diesel",1972,11.31,3.6,Aluminium,892,58000.0,Germany, Rhein ,Diesel,Used,Very Old (built before 2000),Medium (44290-250000),Good (more than 170)
7633,Motor Yacht,Bella power boats,"Used boat,Diesel",2001,8.25,2.6,GRP,478,58000.0,Germany, Lake Constance ,Diesel,Used,Old (built between 2000-2017),Medium (44290-250000),Good (more than 170)
7634,Motor Yacht,Succes power boats,Used boat,1989,10.5,3.4,Steel,108,58000.0,Netherlands, Steenbergen (NL),,Used,Very Old (built before 2000),Medium (44290-250000),Average (70-170)
7635,Cabin Boat,Altair power boats,"Used boat,Diesel",2008,8.6,3.0,GRP,177,58000.0,Italy, Sardegna ,Diesel,Used,Old (built between 2000-2017),Medium (44290-250000),Good (more than 170)
7636,Sport Boat,Saver power boats,"new boat from stock,Unleaded",2020,7.75,2.55,GRP,177,57950.0,Germany, Gersthofen,Unleaded,new,Modern (built after 2018),Medium (44290-250000),Good (more than 170)
7637,Center console boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,7.0,2.5,GRP,21,57915.0,France," LES SABLES OLONNE, France",Unleaded,new,Modern (built after 2018),Medium (44290-250000),Low (less than 70)
7638,Sport Boat,Campion power boats,"Used boat,Unleaded",2007,9.15,3.21,GRP,107,57900.0,Croatia(Hrvatska), Croatia,Unleaded,Used,Old (built between 2000-2017),Medium (44290-250000),Average (70-170)
7639,Deck Boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2019,8.1,2.5,GRP,55,57900.0,France," CAPBRETON, CAPBRETON",Unleaded,new,Modern (built after 2018),Medium (44290-250000),Low (less than 70)
7640,Sport Boat,Quicksilver power boats,"Used boat,Unleaded",2018,6.99,6.96,PVC,166,57900.0,France," CAP D'AGDE, France",Unleaded,Used,Old (built between 2000-2017),Medium (44290-250000),Average (70-170)
7641,Motor Yacht,Sea Ray power boats,"Used boat,Unleaded",2004,8.72,2.89,GRP,535,63750.0,Switzerland, Lago Maggiore ,Unleaded,Used,Old (built between 2000-2017),Medium (44290-250000),Good (more than 170)
7642,Classic,Boesch power boats,"Used boat,Unleaded",1972,5.8,2.1,Wood,300,63750.0,Switzerland, Lake of Zurich ,Unleaded,Used,Very Old (built before 2000),Medium (44290-250000),Good (more than 170)
7643,Bowrider,Sea Ray power boats,"new boat from stock,Unleaded",0,6.53,2.59,GRP,47,57800.0,Germany, Hamburg ,Unleaded,new,,Medium (44290-250000),Low (less than 70)
7644,Classic,Boesch power boats,Used boat,1983,6.86,2.35,Wood,581,63240.0,Switzerland, Lake of Zurich ,,Used,Very Old (built before 2000),Medium (44290-250000),Good (more than 170)
7646,Sport Boat,XO Boats power boats,new boat from stock,2018,7.52,2.28,Aluminium,186,57500.0,Germany, Lake Constance ,,new,Old (built between 2000-2017),Medium (44290-250000),Good (more than 170)
7648,Pilothouse,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2018,7.48,2.53,GRP,67,57500.0,France," SAINT-MALO, SAINT-MALO",Unleaded,Used,Old (built between 2000-2017),Medium (44290-250000),Low (less than 70)
7650,Motor Yacht,Mochi Craft power boats,"Used boat,Diesel",1991,9.9,3.6,GRP,436,57500.0,Germany, Nordrhein-Westfalen ,Diesel,Used,Very Old (built before 2000),Medium (44290-250000),Good (more than 170)
7652,Cabin Boat,Windy power boats,"Used boat,Unleaded",1987,9.8,2.93,GRP,318,63240.0,Switzerland, Walenstadt,Unleaded,Used,Very Old (built before 2000),Medium (44290-250000),Good (more than 170)
7653,Sport Boat,Galia power boats,"new boat from stock,Unleaded",2020,6.19,2.48,GRP,198,63240.0,Switzerland, Lake of Zurich ,Unleaded,new,Modern (built after 2018),Medium (44290-250000),Good (more than 170)
7654,Flybridge,Princess power boats,"Used boat,Unleaded",1990,9.39,3.4,GRP,660,63240.0,Switzerland, Vierwaldst¤ttersee ,Unleaded,Used,Very Old (built before 2000),Medium (44290-250000),Good (more than 170)
7655,Pilothouse,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2017,8.23,2.76,PVC,60,57000.0,France," les sables d'Olonne, France",Unleaded,Used,Old (built between 2000-2017),Medium (44290-250000),Low (less than 70)
7656,Pilothouse,BÃ©nÃ©teau power boats,Used boat,2016,8.03,2.78,PVC,65,57000.0,France," La Rochelle, France",,Used,Old (built between 2000-2017),Medium (44290-250000),Low (less than 70)
7657,Motor Yacht,Sessa power boats,"Used boat,Diesel",2004,10.0,3.0,PVC,210,57000.0,Spain," Calpe, Espagne",Diesel,Used,Old (built between 2000-2017),Medium (44290-250000),Good (more than 170)
7658,Pilothouse,Quicksilver (Brunswick Marine) power boats,new boat on order,2020,8.88,2.99,GRP,75,56999.0,Germany, Kieler Bucht mit Fehmarn ,,new,Modern (built after 2018),Medium (44290-250000),Average (70-170)
7659,Trawler,Valkkruiser power boats,Used boat,1982,12.0,3.8,Steel,64,56995.0,Netherlands, In verkoophaven,,Used,Very Old (built before 2000),Medium (44290-250000),Low (less than 70)
7660,Bowrider,Campion power boats,new boat from stock,2020,6.0,2.0,GRP,37,55120.0,Denmark, Svendborg,,new,Modern (built after 2018),Medium (44290-250000),Low (less than 70)
7661,Sport Boat,Karnic power boats,"new boat from stock,Unleaded",0,7.15,2.45,GRP,106,56900.0,Germany," BOOTSSERVICE ENK/TREIS/MOSEL, BOOTSSERVICE ENK/TRE",Unleaded,new,,Medium (44290-250000),Average (70-170)
7662,Center console boat,Jeanneau power boats,"new boat from stock,Unleaded",2020,6.31,2.52,GRP,38,56900.0,Germany, Bnningstedt,Unleaded,new,Modern (built after 2018),Medium (44290-250000),Low (less than 70)
7663,Cabin Boat,Jeanneau power boats,"new boat from stock,Unleaded",2020,6.9,2.48,GRP,70,56900.0,Germany, Bayern ,Unleaded,new,Modern (built after 2018),Medium (44290-250000),Low (less than 70)
